Name,sl3
9_19,q**14 + q**12 - q**10 + q**8 - 2*q**4 + q**2 - 1 + q**(-2) + 2/q**8 - 1/q**10 + q**(-12) + q**(-14) - 1/q**16
9_20,1 + q**(-4) + q**(-6) - 1/q**8 + 2/q**10 - 1/q**12 + q**(-14) - 1/q**18 + q**(-20) - 1/q**22 + q**(-24) - 1/q**28
9_21,-q**26 - q**24 + q**22 - q**20 + 2*q**16 - q**14 + q**12 + q**8 + 2*q**6 - q**4 + 2*q**2 - 1 - 1/q**2 + q**(-4)
9_22,q**10 + q**8 + q**4 - 2*q**2 - 1 - 1/q**4 + 3/q**6 + 2/q**10 - 1/q**14 + q**(-16) - 1/q**18
9_23,q**(-6) - 1/q**8 + 2/q**10 + q**(-12) + 3/q**16 + q**(-20) - 1/q**22 - 2/q**24 - 2/q**28 + q**(-30) + q**(-32) - 1/q**34
9_24,q**12 - q**10 + q**8 - 2*q**4 + q**2 - 2 + 2/q**2 + q**(-4) + 2/q**6 + 3/q**8 - 1/q**10 - 1/q**14 - 1/q**16
9_25,q**4 + 3/q**2 - 1/q**4 + q**(-6) - 2/q**10 - 2/q**14 + 2/q**16 + q**(-18) + 2/q**22 - 1/q**24 - 1/q**26
9_26,q**22 - q**18 + q**16 - 2*q**14 - q**8 + 2*q**6 - q**4 + 3*q**2 + 1 + q**(-4) - 1/q**6
9_27,q**12 - q**10 + q**8 - 2*q**4 + 2*q**2 - 1 + 2/q**2 + 2/q**8 - 1/q**10 + q**(-12) - 1/q**16
9_28,-q**6 + q**4 - q**2 + 3/q**2 + 4/q**6 - 1/q**12 - 3/q**14 + q**(-16) - 1/q**18 + q**(-22)
9_29,-q**18 + q**16 - 2*q**14 - q**12 + 2*q**10 + 4*q**6 + q**2 - 2/q**2 + q**(-4) - 1/q**6 + q**(-10)
9_30,-q**16 + q**12 - q**10 + 3*q**8 + q**6 + q**2 - 3 + q**(-2) - 2/q**4 + q**(-6) + 2/q**8 - 1/q**10 + q**(-12)
9_31,-q**6 + q**4 - q**2 + 3/q**2 - 1/q**4 + 3/q**6 + q**(-10) + q**(-12) - 2/q**14 + q**(-16) - 2/q**18 - 1/q**20 + q**(-22)
9_32,q**22 - q**18 + 2*q**16 - 2*q**14 - 2*q**8 + 2*q**6 - 2*q**4 + 3*q**2 + 1 + 2/q**4 - 1/q**6
9_33,-q**16 + q**12 - 2*q**10 + 2*q**8 + 3*q**2 - 1 + 3/q**2 - 2/q**4 + q**(-8) - 2/q**10 + q**(-12)
9_34,-q**16 + q**14 + 2*q**12 - 2*q**10 + 2*q**8 - q**6 - q**4 + 2*q**2 - 2 + 3/q**2 - 2/q**4 + q**(-6) + 2/q**8 - 2/q**10 + q**(-12)
9_35,q**(-2) - 1/q**4 + q**(-8) - 1/q**10 + q**(-14) + 2/q**16 + 3/q**18 + q**(-20) + q**(-22) - 1/q**24 - 2/q**26 - 1/q**30 - 1/q**32
9_36,-q**28 - q**26 - q**22 + 2*q**20 + q**18 + q**16 + q**14 - 2*q**12 + q**10 - q**8 + q**6 + q**4 + 1
9_37,q**14 + q**12 - q**10 + 2*q**8 + q**6 - 2*q**4 - 3 + q**(-6) + 3/q**8 - 1/q**10 + q**(-12) + q**(-14) - 1/q**16
9_38,q**(-6) - 2/q**8 + 2/q**10 + q**(-12) + 4/q**16 + 2/q**20 - 1/q**22 - 2/q**24 - 3/q**28 + q**(-30) + q**(-32) - 1/q**34
9_39,-q**26 - q**24 + 2*q**22 - q**20 + 2*q**16 - 2*q**14 + q**12 - q**10 + q**8 + 2*q**6 - q**4 + 3*q**2 - 1 - 1/q**2 + q**(-4)
9_40,-q**6 + 3*q**4 + 1 + 3/q**2 - 4/q**4 + q**(-6) - 3/q**8 + q**(-10) + 2/q**12 - 1/q**14 + 3/q**16 - 2/q**18 - 1/q**20 + q**(-22)
9_41,q**20 + q**18 - 2*q**16 - q**12 - 2*q**10 + 2*q**8 + 2*q**4 + q**2 + 2/q**2 - 2/q**4 + q**(-6) + q**(-8) - 1/q**10
9_42,q**10 + q**8 + q**6 - q**2 - 1 - 1/q**2 + q**(-6) + q**(-8) + q**(-10)
9_43,1 + q**(-2) + q**(-4) + q**(-6) - 2/q**12 + q**(-18) + q**(-20) - 1/q**26
9_44,q**8 + q**6 - q**4 - 1 + q**(-4) + q**(-6) + 2/q**8 - 1/q**16
9_45,-q**26 - q**24 + q**22 + q**18 + q**16 - q**14 - q**10 + q**8 + q**6 + 2*q**2
9_46,q**20 + q**18 - q**12 - q**10 - q**8 - q**6 + q**2 + 2 + 2/q**2
9_47,-q**6 + q**4 + q**2 + 2 + 2/q**2 - 1/q**4 + q**(-6) - 2/q**8 - 1/q**12 - 1/q**14 + q**(-16) + q**(-20)
9_48,-2*q**20 - 2*q**18 + q**16 + 2*q**12 + 2*q**10 + q**8 + 2*q**6 - q**4 + q**2 - 1 - 1/q**2 + q**(-4)
9_49,q**(-6) - 1/q**8 + q**(-10) + q**(-14) + 3/q**16 + q**(-18) + 2/q**20 - 1/q**22 - 1/q**24 - 1/q**26 - 2/q**28
10_1,q**8 + q**6 + q**2 - 1/q**16 - 1/q**18 + q**(-24) + q**(-26)
10_2,q**(-4) + q**(-6) + q**(-8) + q**(-10) + q**(-14) + q**(-18) - 1/q**20 - 1/q**22 - 1/q**24 - 1/q**26 + q**(-32)
10_3,q**14 + q**12 + q**8 - q**4 + q**2 - 1/q**4 - 1/q**6 - 1/q**10 + q**(-14) + q**(-18) + q**(-20)
10_4,q**16 + q**10 + q**6 - 1/q**2 - 1/q**4 - 1/q**6 - 1/q**8 + q**(-10) + q**(-12) + q**(-14) + q**(-16)
10_5,-q**26 - q**22 + q**14 - q**12 + 2*q**10 + q**8 + 2*q**6 + q**4 - 1/q**2
10_6,1 + q**(-2) + q**(-4) + 2/q**6 + q**(-10) - 2/q**12 - 1/q**14 - 1/q**18 + q**(-20) - 1/q**22 + q**(-30)
10_7,q**4 + 2/q**2 - 1/q**4 + q**(-6) + q**(-8) + q**(-12) - 1/q**14 - 1/q**18 - 2/q**20 + q**(-22) + q**(-28)
10_8,q**6 + q**4 + q**2 + 1 - 1/q**6 - 1/q**8 - 1/q**12 + q**(-14) + q**(-24)
10_9,q**8 + q**4 + q**(-2) - 1/q**4 + 2/q**6 - 1/q**8 - 1/q**12 - 1/q**14 + q**(-16) + q**(-20)
10_10,-q**22 - q**16 + 2*q**14 + q**12 + q**8 - q**6 + 2/q**2 - 1/q**4 + q**(-6) + q**(-8) - 1/q**10
10_11,q**10 + q**8 + q**6 + 2*q**4 - q**2 - 1 - 2/q**4 + q**(-6) - 1/q**8 - 1/q**14 + 2/q**16 + q**(-22)
10_12,-q**24 - q**20 - q**18 + q**16 - q**14 + 2*q**12 + q**10 + q**8 + 2*q**6 - q**4 + 2*q**2 - 1/q**6
10_13,q**14 + q**12 - q**10 + 2*q**8 + q**6 - 2*q**4 + q**2 - 2 + 2/q**8 - 2/q**10 + q**(-14) - 1/q**16 + q**(-18) + q**(-20)
10_14,1 + q**(-6) - 1/q**8 + 3/q**10 + q**(-14) + q**(-16) - 2/q**18 + q**(-20) - 2/q**22 - 1/q**28 + q**(-30)
10_15,-q**18 - q**14 - q**12 + q**10 + 3*q**6 + q**4 + q**2 + 1 - 1/q**2 + q**(-4) - 1/q**12
10_16,q**10 + 2*q**4 + 1 + q**(-2) - 2/q**4 - 2/q**8 - 1/q**14 + 2/q**16 + q**(-22)
10_17,-q**14 - q**10 + q**8 + q**6 + 2*q**2 - 1 + 2/q**2 + q**(-6) + q**(-8) - 1/q**10 - 1/q**14
10_18,q**10 + 2*q**4 - q**2 + q**(-2) - 2/q**4 + q**(-6) - 1/q**8 + q**(-10) + q**(-12) - 1/q**14 + 2/q**16 - 1/q**18 - 1/q**20 + q**(-22)
10_19,-q**12 + 2*q**4 + 2 + q**(-2) - 1/q**4 + q**(-6) - 2/q**8 + q**(-10) + q**(-16) - 1/q**18
10_20,q**4 + q**2 + 1 + 2/q**2 - 1/q**4 - 1/q**10 - 1/q**14 - 1/q**20 + q**(-22) + q**(-28)
10_21,1 + q**(-6) + 3/q**10 + q**(-14) - 2/q**18 - 2/q**22 + q**(-30)
10_22,q**12 + q**8 + q**6 - q**4 + 2*q**2 - 1 - 1/q**4 - 2/q**6 + q**(-8) - 1/q**10 + q**(-12) + q**(-14) + q**(-18)
10_23,-q**24 - q**20 - q**18 + 2*q**16 - q**14 + 2*q**12 + q**10 + 2*q**6 - 2*q**4 + 2*q**2 + q**(-4) - 1/q**6
10_24,q**4 + 3/q**2 - 1/q**4 + q**(-6) + q**(-8) - 1/q**10 + q**(-12) - 2/q**14 - 1/q**18 - 2/q**20 + 2/q**22 + q**(-28)
10_25,1 + q**(-4) + 2/q**6 - 1/q**8 + 3/q**10 - 1/q**12 - 3/q**18 + q**(-20) - 2/q**22 + q**(-24) + q**(-26) - 1/q**28 + q**(-30)
10_26,q**12 - q**10 + q**8 + q**6 - q**4 + 3*q**2 - 1 + q**(-2) - 1/q**4 - 2/q**6 + q**(-8) - 2/q**10 + q**(-12) + q**(-14) + q**(-18)
10_27,-q**24 + q**22 - q**20 - q**18 + 2*q**16 - 2*q**14 + 2*q**12 + 2*q**6 - 2*q**4 + 3*q**2 + q**(-4) - 1/q**6
10_28,-q**22 - 2*q**16 + q**14 + 3*q**8 + q**6 + 2*q**4 - 1 + q**(-2) - 2/q**4 + q**(-6) + q**(-8) - 1/q**10
10_29,q**10 + q**8 + 2*q**4 - q**2 + q**(-2) - 3/q**4 + q**(-6) - 2/q**8 + q**(-10) + q**(-12) - 1/q**14 + 2/q**16 - 1/q**18 + q**(-22)
10_30,q**4 - q**2 - 1 + 3/q**2 - 1/q**4 + 2/q**6 + 2/q**8 - 1/q**10 + q**(-12) - 2/q**14 + q**(-16) - 2/q**20 + 2/q**22 - 1/q**24 - 1/q**26 + q**(-28)
10_31,-q**16 - 2*q**10 + 2*q**8 + q**6 + 3*q**2 + 2/q**2 - 1/q**4 - 1/q**6 + q**(-8) - 2/q**10 + q**(-12) + q**(-14) - 1/q**16
10_32,q**12 - q**10 + q**8 + q**6 - 2*q**4 + 2*q**2 - 2 + q**(-2) + q**(-4) + 3/q**8 - 2/q**10 - 1/q**16 + q**(-18)
10_33,-q**16 + q**14 + q**12 - 2*q**10 + 2*q**8 - q**4 + 2*q**2 - 1 + 2/q**2 - 1/q**4 + 2/q**8 - 2/q**10 + q**(-12) + q**(-14) - 1/q**16
10_34,-q**22 - q**16 + q**14 + q**8 + q**4 + q**2 + 1 + 2/q**2 - 1/q**4 - 1/q**10
10_35,q**20 + q**18 - q**16 + q**14 - 2*q**10 + q**8 - q**6 + q**2 + 2/q**2 - 2/q**4 + q**(-8) - 1/q**10 + q**(-12) + q**(-14)
10_36,q**4 + 2/q**2 - 2/q**4 + q**(-8) + 2/q**12 + q**(-16) - 2/q**20 + q**(-22) - 1/q**24 - 1/q**26 + q**(-28)
10_37,-q**16 - 2*q**10 + 2*q**8 + q**6 + 2*q**2 - 1 + 2/q**2 + q**(-6) + 2/q**8 - 2/q**10 - 1/q**16
10_38,q**4 + 3/q**2 - 1/q**4 + q**(-6) + q**(-8) - 2/q**10 - 2/q**14 + q**(-16) + q**(-18) - 1/q**20 + 2/q**22 - 1/q**24 - 1/q**26 + q**(-28)
10_39,1 + q**(-4) + 2/q**6 - 1/q**8 + 2/q**10 - 2/q**12 + q**(-16) - 1/q**18 + 2/q**20 - 2/q**22 - 1/q**28 + q**(-30)
10_40,-q**24 + q**22 - q**20 - q**18 + 2*q**16 - 3*q**14 + q**12 + q**8 + 4*q**6 - q**4 + 3*q**2 - 1 - 1/q**2 + q**(-4) - 1/q**6
10_41,q**10 - q**6 + 2*q**4 - q**2 + 1 + 2/q**2 - 2/q**4 + 2/q**6 - 2/q**8 + q**(-10) - 2/q**14 + 2/q**16 - 1/q**18 + q**(-22)
10_42,-q**16 + q**12 - 2*q**10 + 3*q**8 + q**6 - q**4 + 3*q**2 - 2 + 2/q**2 - 2/q**4 - 1/q**6 + 2/q**8 - 2/q**10 + 2/q**12 + q**(-14) - 1/q**16
10_43,-q**16 + q**12 - 2*q**10 + 2*q**8 - q**4 + 3*q**2 - 1 + 3/q**2 - 1/q**4 + 2/q**8 - 2/q**10 + q**(-12) - 1/q**16
10_44,q**10 - q**6 + 2*q**4 - 2*q**2 + 2/q**2 - 2/q**4 + 3/q**6 - 1/q**8 + 2/q**10 + q**(-12) - 2/q**14 + 2/q**16 - 2/q**18 - 1/q**20 + q**(-22)
10_45,-q**16 + q**14 + 2*q**12 - 2*q**10 + 3*q**8 - 2*q**4 + 2*q**2 - 3 + 2/q**2 - 2/q**4 + 3/q**8 - 2/q**10 + 2/q**12 + q**(-14) - 1/q**16
10_46,q**(-4) + q**(-6) + 2/q**8 + 2/q**10 + q**(-12) + q**(-14) - 2/q**16 - 1/q**18 - 3/q**20 - 1/q**22 + q**(-28) + q**(-32)
10_47,-q**26 - 2*q**22 - q**20 - q**18 + 3*q**14 + q**12 + 4*q**10 + q**8 + q**6 - q**2 - 1/q**2
10_48,-q**14 - 2*q**10 + 4*q**2 + 1 + 4/q**2 - 2/q**10 - 1/q**14
10_49,q**(-10) - 1/q**12 + 2/q**14 + 2/q**18 + 3/q**20 + 3/q**24 - 2/q**26 - 1/q**28 - 2/q**30 - 3/q**32 - 1/q**36 + q**(-38) + q**(-40)
10_50,1 + q**(-4) + 2/q**6 + 3/q**10 - 1/q**12 - 1/q**16 - 3/q**18 - 2/q**22 + q**(-24) + q**(-26) + q**(-30)
10_51,-q**24 - 2*q**20 - 2*q**18 + 2*q**16 - q**14 + 3*q**12 + 2*q**10 + q**8 + 3*q**6 - 2*q**4 + 2*q**2 - 1 - 1/q**2 + q**(-4) - 1/q**6
10_52,-q**12 - q**8 - q**6 + 2*q**4 + 3 + 2/q**2 + 2/q**6 - 2/q**8 + q**(-10) - 1/q**12 - 1/q**14 + q**(-16) - 1/q**18
10_53,q**(-6) - 2/q**8 + 2/q**10 + q**(-12) - 1/q**14 + 4/q**16 + 2/q**20 + q**(-22) - 1/q**24 + q**(-26) - 4/q**28 - 1/q**30 - 2/q**34 + q**(-36) + q**(-38)
10_54,-q**18 - q**14 - q**12 + q**10 - q**8 + 2*q**6 + q**4 + 2*q**2 + 3 + q**(-4) - 1/q**6 - 1/q**8 - 1/q**12
10_55,q**(-6) - 1/q**8 + 2/q**10 + q**(-12) - 1/q**14 + 3/q**16 + q**(-20) + q**(-22) - 1/q**24 + q**(-26) - 3/q**28 - 1/q**30 - 2/q**34 + q**(-36) + q**(-38)
10_56,1 + q**(-4) + 2/q**6 - 1/q**8 + 3/q**10 - 1/q**12 - 3/q**18 + q**(-20) - 2/q**22 + q**(-24) + q**(-26) - 1/q**28 + q**(-30)
10_57,-q**24 + q**22 - 2*q**20 - 2*q**18 + 2*q**16 - 2*q**14 + 3*q**12 + q**10 + q**8 + 3*q**6 - 2*q**4 + 3*q**2 - 1 - 1/q**2 + q**(-4) - 1/q**6
10_58,q**14 + q**12 - q**10 + 2*q**8 + q**6 - 3*q**4 + q**2 - 2 + q**(-4) + 3/q**8 - 2/q**10 + q**(-14) - 2/q**16 + q**(-18) + q**(-20)
10_59,q**10 - q**6 + 2*q**4 - 2*q**2 + 2/q**2 - 1/q**4 + 4/q**6 - 1/q**8 + q**(-10) - 1/q**12 - 3/q**14 + 2/q**16 - 1/q**18 + q**(-22)
10_60,q**20 + q**18 - 2*q**16 - 3*q**10 + 3*q**8 + q**4 + 2*q**2 - 2 + 3/q**2 - 3/q**4 + q**(-6) + 2/q**8 - 2/q**10 + q**(-12)
10_61,q**6 + q**4 + 2*q**2 + 2 - 1/q**4 - 3/q**6 - 2/q**8 + 2/q**14 + q**(-24)
10_62,-q**26 - 2*q**22 + 2*q**14 - q**12 + 3*q**10 + q**8 + 2*q**6 + q**4 - q**2 - 1/q**2
10_63,q**(-6) - 1/q**8 + 2/q**10 + q**(-12) - 1/q**14 + 2/q**16 - 1/q**18 + q**(-20) + 2/q**22 + q**(-24) + 2/q**26 - 3/q**28 - 2/q**30 - 1/q**32 - 2/q**34 + q**(-36) + q**(-38)
10_64,q**8 + 2*q**4 + q**(-2) - 2/q**4 + 2/q**6 - 2/q**8 - 1/q**12 - 1/q**14 + 2/q**16 + q**(-20)
10_65,-q**24 - 2*q**20 - 2*q**18 + 2*q**16 + 4*q**12 + 2*q**10 + q**6 - 3*q**4 + 2*q**2 + q**(-4) - 1/q**6
10_66,q**(-10) - 1/q**12 + 3/q**14 + 2/q**18 + 3/q**20 - 2/q**22 + 2/q**24 - 3/q**26 - 2/q**32 + q**(-34) - 2/q**36 + q**(-40)
10_67,q**4 + 3/q**2 - 2/q**4 + q**(-8) - 1/q**10 + 2/q**12 - 1/q**14 + q**(-16) - 2/q**20 + 2/q**22 - 1/q**24 - 1/q**26 + q**(-28)
10_68,-q**22 - 2*q**16 + 2*q**14 + q**12 + 2*q**8 - q**6 + q**4 + 2/q**2 - 2/q**4 + q**(-6) + q**(-8) - 1/q**10
10_69,-q**26 - q**24 + 2*q**22 - q**20 - q**18 + 3*q**16 - 2*q**14 + 2*q**12 - q**8 + 2*q**6 - 3*q**4 + 4*q**2 - 1/q**2 + 2/q**4 - 1/q**6
10_70,q**22 - q**18 + 2*q**16 - 2*q**14 + q**10 - q**8 + 3*q**6 - 2*q**4 + q**2 - 1 - 2/q**2 + 2/q**4 + q**(-8) + q**(-10)
10_71,-q**16 + q**12 - 2*q**10 + 3*q**8 + q**6 - q**4 + 2*q**2 - 3 + 2/q**2 - 1/q**4 + q**(-6) + 3/q**8 - 2/q**10 + q**(-12) - 1/q**16
10_72,1 + q**(-4) + 2/q**6 - 2/q**8 + 2/q**10 - 2/q**12 + 2/q**16 - 1/q**18 + 3/q**20 - 2/q**22 - 2/q**28 + q**(-30)
10_73,-q**26 - q**24 + 2*q**22 + 3*q**16 - 3*q**14 - q**10 - q**8 + 3*q**6 - 2*q**4 + 4*q**2 - 1/q**2 + 2/q**4 - 1/q**6
10_74,q**4 - q**2 - 1 + 3/q**2 - 1/q**4 + 2/q**6 + 2/q**8 + 2/q**12 - 2/q**14 - 2/q**18 - 3/q**20 + 2/q**22 + q**(-28)
10_75,q**20 + q**18 - 2*q**16 - 3*q**10 + 2*q**8 - q**6 + q**4 + 3*q**2 + 4/q**2 - 3/q**4 + q**(-8) - 2/q**10 + q**(-12)
10_76,1 + q**(-2) + 2/q**4 + 3/q**6 - 1/q**8 + q**(-10) - 3/q**12 - 2/q**14 - 2/q**18 + 2/q**20 - 1/q**22 + q**(-24) + q**(-26) - 1/q**28 + q**(-30)
10_77,-q**24 + q**22 - q**20 - q**18 + q**16 - 3*q**14 + q**12 + 2*q**8 + 4*q**6 + 3*q**2 - 1 - 1/q**2 - 1/q**6
10_78,1 - 1/q**2 + q**(-4) + q**(-6) - 2/q**8 + 3/q**10 - 1/q**12 + 2/q**14 + 2/q**16 + 2/q**20 - 3/q**22 - 1/q**24 - 1/q**26 - 2/q**28 + q**(-30) + q**(-32)
10_79,-q**14 - 3*q**10 + 5*q**2 + 1 + 5/q**2 - 3/q**10 - 1/q**14
10_80,q**(-10) - 1/q**12 + 3/q**14 + 2/q**18 + 3/q**20 - 1/q**22 + 3/q**24 - 3/q**26 - 1/q**28 - 2/q**30 - 3/q**32 + q**(-34) - 1/q**36 + q**(-38) + q**(-40)
10_81,-q**16 + q**12 - 3*q**10 + 2*q**8 - q**4 + 4*q**2 - 1 + 4/q**2 - 1/q**4 + 2/q**8 - 3/q**10 + q**(-12) - 1/q**16
10_82,q**8 - q**6 + q**4 - q**2 + 2/q**2 - 1/q**4 + 4/q**6 - 1/q**8 + q**(-10) - 1/q**12 - 2/q**14 + q**(-16) - 1/q**18 + q**(-20)
10_83,-q**24 + q**22 - q**20 - q**18 + 3*q**16 - 2*q**14 + 2*q**12 - q**8 + 2*q**6 - 3*q**4 + 3*q**2 + 2/q**4 - 1/q**6
10_84,-q**6 + q**4 - q**2 - 1 + 4/q**2 - 1/q**4 + 4/q**6 + q**(-8) - 1/q**10 + q**(-12) - 4/q**14 + 2/q**16 - 1/q**18 - 1/q**20 + 2/q**22 - 1/q**24
10_85,-q**26 + q**24 - q**22 + q**20 - q**16 + q**14 - 3*q**12 + 2*q**10 + 2*q**6 + 2*q**4 + 1 - 1/q**2
10_86,q**12 - 2*q**10 + q**8 + q**6 - 2*q**4 + 4*q**2 - 1 + 2/q**2 - 2/q**6 + 2/q**8 - 3/q**10 + q**(-12) + q**(-14) - 1/q**16 + q**(-18)
